8.42028E-1,1.02502E-1
8.45684E-1,1.00545E-1
8.55097E-1,1.00854E-1
8.63431E-1,1.03522E-1
8.67755E-1,1.04086E-1
8.74018E-1,1.02613E-1
8.81123E-1,1.01135E-1
8.87264E-1,1.00616E-1
8.92574E-1,1.02984E-1
8.97396E-1,1.04679E-1
9.02914E-1,1.05028E-1
9.08757E-1,1.03778E-1
9.13581E-1,1.02709E-1
9.18753E-1,1.04538E-1
9.23450E-1,1.06455E-1
9.27885E-1,1.06577E-1
9.33394E-1,1.20577E-1
9.39224E-1,1.49251E-1
9.44200E-1,1.78566E-1
9.48264E-1,1.91817E-1
9.53810E-1,2.16635E-1
9.59592E-1,2.06034E-1
9.65945E-1,1.94139E-1
9.71485E-1,1.71599E-1
9.77761E-1,1.46828E-1
9.84488E-1,1.21038E-1
9.89664E-1,1.15881E-1
9.95095E-1,1.17337E-1
9.99651E-1,1.16501E-1
1.00483E+0,1.10266E-1
1.00991E+0,1.01815E-1
1.01556E+0,1.09072E-1
1.02109E+0,1.28780E-1
1.02799E+0,1.48651E-1
1.03514E+0,1.44041E-1
1.04326E+0,1.08358E-1
1.04796E+0,1.08596E-1
1.05061E+0,1.45094E-1
1.05382E+0,1.96503E-1
1.05634E+0,2.43797E-1
1.05894E+0,3.00931E-1
1.06190E+0,3.60393E-1
1.06468E+0,4.07849E-1
1.06769E+0,4.54672E-1
1.07050E+0,4.72020E-1
1.07335E+0,4.77574E-1
1.07623E+0,4.72232E-1
1.07891E+0,4.47101E-1
1.08188E+0,4.09327E-1
1.08473E+0,3.73371E-1
1.08747E+0,3.10701E-1
1.09060E+0,2.48969E-1
1.09376E+0,1.91886E-1
1.09760E+0,1.59120E-1
1.10073E+0,1.52073E-1
1.10457E+0,1.59392E-1
1.10745E+0,1.63548E-1
1.11039E+0,1.68304E-1
1.11352E+0,1.64005E-1
1.11624E+0,1.55987E-1
1.11881E+0,1.40659E-1
1.12157E+0,1.24122E-1
1.12432E+0,1.10770E-1
1.12647E+0,1.06994E-1
1.12905E+0,1.20798E-1
1.13199E+0,1.39112E-1
1.13440E+0,1.58672E-1
1.13711E+0,1.76483E-1
1.13941E+0,1.84917E-1
1.14153E+0,1.93710E-1
1.14460E+0,1.84121E-1
1.14783E+0,1.60031E-1
1.15055E+0,1.33805E-1
1.15305E+0,9.84188E-2
1.15524E+0,9.80915E-2
1.15784E+0,1.29740E-1
1.16024E+0,1.54257E-1
1.16319E+0,2.30671E-1
1.16607E+0,3.19216E-1
1.16848E+0,3.91575E-1
1.17115E+0,4.38500E-1
1.17380E+0,5.01114E-1
1.17695E+0,5.55837E-1
1.17946E+0,5.88666E-1
1.18186E+0,6.07770E-1
1.18461E+0,6.00488E-1
1.18717E+0,5.76447E-1
1.18928E+0,5.63168E-1
1.19196E+0,5.08375E-1
1.19434E+0,4.51334E-1
1.19694E+0,3.75547E-1
1.19988E+0,3.03814E-1
1.20205E+0,2.45987E-1
1.20566E+0,1.78669E-1
1.20866E+0,1.50535E-1
1.21212E+0,1.55302E-1
1.21516E+0,1.68157E-1
1.21837E+0,1.73796E-1
1.22122E+0,1.64473E-1
1.22455E+0,1.56752E-1
1.22752E+0,1.44829E-1
1.23101E+0,1.31666E-1
1.23431E+0,1.28041E-1
1.23757E+0,1.36675E-1
1.24056E+0,1.49735E-1
1.24266E+0,1.53599E-1
1.24515E+0,1.61671E-1
1.24802E+0,1.63469E-1
1.25112E+0,1.58899E-1
1.25333E+0,1.48630E-1
1.25554E+0,1.28544E-1
1.25865E+0,1.08703E-1
1.26182E+0,1.06385E-1
1.26440E+0,1.27800E-1
1.26699E+0,1.59046E-1
1.26968E+0,2.04111E-1
1.27241E+0,2.50359E-1
1.27493E+0,3.01648E-1
1.27719E+0,3.39861E-1
1.27914E+0,3.63401E-1
1.28181E+0,3.86287E-1
1.28470E+0,4.11457E-1
1.28766E+0,4.42480E-1
1.29038E+0,4.44990E-1
1.29266E+0,4.41697E-1
1.29548E+0,4.35522E-1
1.29794E+0,3.97742E-1
1.30026E+0,3.68014E-1
1.30243E+0,3.40724E-1
1.30458E+0,3.01897E-1
1.30730E+0,2.52959E-1
1.31139E+0,1.91541E-1
1.31610E+0,1.55670E-1
1.32049E+0,1.50364E-1
1.32506E+0,1.50759E-1
1.32978E+0,1.40203E-1
1.33410E+0,1.35855E-1
1.33796E+0,1.35719E-1
1.34251E+0,1.39437E-1
1.34617E+0,1.37076E-1
1.35028E+0,1.40985E-1
1.35396E+0,1.38097E-1
1.35922E+0,1.29745E-1
1.36328E+0,1.22021E-1
1.36798E+0,1.15643E-1
1.37147E+0,1.12211E-1
1.37583E+0,1.09170E-1
1.38273E+0,1.13555E-1
1.38843E+0,1.33468E-1
1.39418E+0,1.57557E-1
1.40060E+0,1.78602E-1
1.40536E+0,1.78630E-1
1.40907E+0,1.85197E-1
1.41298E+0,1.81728E-1
1.41665E+0,1.69453E-1
1.42091E+0,1.63402E-1
1.42499E+0,1.59334E-1
1.42980E+0,1.51623E-1
1.43425E+0,1.33890E-1
1.43979E+0,1.28065E-1
1.44440E+0,1.22401E-1
1.45049E+0,1.17123E-1
1.45498E+0,1.11243E-1
